G1(20)_G2(10)_iso,qvne_H1_dqm_experiment_result_data_G1(20)_G2(10)_iso,20,88,10,19,True,"{10: 7, 11: 1, 12: 17, 13: 12, 14: 5, 15: 3, 16: 4, 17: 13, 18: 8, 19: 18}",0.0,5022113,5000000,170214,4a7734c1-00d9-4df8-8d7e-1c28f8c662c4,100,20
G1(20)_G2(10)_iso,qvne_H1_dqm_experiment_result_data_G1(20)_G2(10)_iso,20,88,10,19,True,"{10: 18, 11: 3, 12: 5, 13: 4, 14: 6, 15: 17, 16: 1, 17: 12, 18: 10, 19: 13}",0.0,5022339,5000000,68065,0221864b-5d89-409f-9ff2-5cd030e22165,100,20
